SalePrice,Garage Cars,Gr Liv Area,Overall Qual,Year Built,Lot Area
149000,1.0,1432,6,1923,6615
205000,2.0,1548,7,1925,7264
137000,1.0,1654,5,1930,4960
121000,1.0,952,6,1916,8854
128000,1.0,1324,4,1936,6000
134900,2.0,1176,6,1937,6000
117000,1.0,1348,5,1925,6000
132500,1.0,1412,6,1939,6000
93000,1.0,1142,5,1924,6000
119000,1.0,904,6,1926,6000
100000,2.0,1301,5,1924,6911
141500,2.0,1539,5,1936,6120
133000,1.0,1573,4,1935,6120
60000,0.0,800,2,1936,6120
105000,1.0,875,5,1931,6120
115000,1.0,995,5,1925,6120
150000,1.0,1582,5,1938,6120
126500,5.0,1072,5,1925,8635
214500,2.0,2134,6,1916,11888
167500,2.0,2019,7,1910,11414
155000,2.0,1768,6,1915,8094
155000,1.0,1826,7,1915,2500
179900,1.0,1944,7,1915,9928
104000,0.0,2229,6,1912,5520
62500,0.0,2128,5,1922,3000
149000,1.0,1930,6,1927,6876
103000,2.0,1208,4,1925,6240
123000,1.0,1427,6,1915,5775
97500,0.0,1864,7,1902,5852
135000,1.0,1666,6,1927,5160
70000,0.0,892,4,1923,5160
116000,1.0,1403,6,1915,10320
88750,1.0,704,4,1946,4280
179000,0.0,1200,5,1987,10800
179000,0.0,1200,5,1987,10800
159900,1.0,1152,5,1978,10547
61000,0.0,904,1,1922,10020
103600,1.0,1369,6,1925,6629
63000,1.0,1112,5,1934,9780
175000,2.0,1464,5,1963,12886
139000,2.0,1121,5,1963,8816
172500,2.0,1683,6,1978,11184
113500,1.0,1052,5,1967,11625
130000,1.0,899,5,1967,7800
149900,2.0,1034,6,1978,8014
134900,2.0,858,5,1982,7252
137000,2.0,860,5,1982,8740
139000,1.0,1092,5,1962,11616
165000,1.0,1774,5,1961,15400
148000,2.0,1138,6,1960,15312
165000,1.0,2071,5,1956,15584
63900,0.0,660,2,1947,9000
161500,1.0,1788,4,1957,11250
143000,1.0,1473,5,1968,25095
135000,1.0,1229,4,1956,17140
82500,2.0,861,4,1940,12342
190000,1.0,1867,5,1955,10708
139600,2.0,1733,3,1955,13680
122000,2.0,1383,4,1954,15635
127500,2.0,1689,6,1956,9855
121500,1.0,1073,5,1956,9571
60000,1.0,1276,5,1958,9571
154400,1.0,1639,6,1946,9350
113000,1.0,672,4,1941,9340
125000,1.0,1089,5,1954,7440
84000,1.0,845,4,1957,11500
139500,1.0,1049,5,1984,4235
131000,1.0,1716,5,1949,11409
105000,1.0,1258,6,1939,9060
108000,1.0,1510,4,1940,9084
162000,2.0,1061,7,1990,10778
156500,2.0,1338,6,1983,19255
316600,2.0,2132,8,1983,12327
271900,3.0,2196,7,1990,14684
213000,2.0,1775,7,1993,9317
239900,2.0,1879,7,1993,10560
239500,2.0,2020,8,1995,9828
131000,2.0,2016,5,1880,26400
118964,2.0,1535,5,1979,7018
153337,2.0,1224,5,1979,7018
147983,2.0,2228,5,1979,7018
118858,2.0,1535,5,1979,7018
118858,2.0,1535,5,1979,7018
142953,2.0,2240,5,1979,7018
148325,2.0,1229,5,1979,7040
113722,2.0,1513,5,1979,7007
269500,4.0,2787,7,2000,11855
269500,4.0,2787,7,2000,7939
269500,4.0,2787,7,2000,7976
323262,3.0,1680,9,2009,10933
297000,3.0,1718,8,2007,10637
295493,3.0,1630,8,2008,10226
332000,3.0,1720,9,2008,10816
239900,3.0,1468,8,2008,9178
212000,2.0,1768,8,2007,10769
272500,2.0,1838,8,2007,11422
239000,2.0,1800,9,2007,11923
220000,2.0,1604,7,2006,8814
200000,2.0,1290,7,2007,6762
221800,3.0,1254,8,2008,10324
194500,2.0,1232,7,2007,7314
237000,3.0,1498,8,2005,11645
173000,2.0,1422,6,2005,11646
275000,2.0,1644,7,1989,12800
233500,2.0,1759,7,1992,16698
185000,2.0,2126,5,1967,28698
152000,2.0,1040,5,1996,12464
143000,1.0,990,5,1994,9757
231500,2.0,1764,6,1997,15426
212000,2.0,1661,7,1996,10667
207000,2.0,1463,7,1998,14753
145000,2.0,1097,5,1994,10859
138000,2.0,990,5,1994,8072
197900,2.0,1779,7,1998,10400
204000,2.0,1501,7,1999,10335
192000,2.0,1431,7,1999,9017
200000,2.0,1772,6,1998,8750
195000,2.0,1660,7,2002,8935
227000,2.0,1573,7,2002,9808
230000,2.0,1840,7,2001,12420
187100,2.0,1430,7,2001,16285
203000,2.0,1444,7,2002,10739
201000,2.0,1492,7,2001,11166
124000,0.0,1040,5,1978,8430
140000,1.0,907,5,1978,16269
134900,2.0,914,5,1979,6950
150500,2.0,1040,5,1977,8800
136500,1.0,864,5,1978,7000
143500,1.0,1268,5,1977,9286
133500,1.0,864,5,1972,15523
123000,2.0,894,5,1972,7200
133900,1.0,768,5,1972,7200
133000,2.0,768,5,1972,8445
250000,3.0,1611,7,2002,11664
254750,2.0,2184,8,2003,12334
236500,2.0,1788,8,2001,11838
261500,2.0,1872,8,2001,11885
313000,3.0,2153,9,2000,11050
198500,2.0,1725,7,2002,8749
211000,2.0,1870,7,2001,11250
220000,2.0,1513,8,1999,15750
203000,2.0,1504,7,1996,11883
279500,2.0,1828,8,2002,12782
210000,2.0,1417,7,1997,8750
219500,2.0,2034,7,1997,9375
191000,2.0,1716,7,1996,8750
178000,2.0,1212,7,2001,9100
213000,2.0,1630,7,2000,9750
144000,2.0,848,6,2003,4435
140000,2.0,848,6,2003,4435
293200,3.0,1602,8,2007,10200
190000,2.0,1728,7,2004,9313
190000,2.0,1500,7,2004,8487
173500,2.0,1476,6,2005,8633
170000,2.0,1396,6,2007,11069
108000,2.0,1126,4,1949,8777
167000,2.0,1486,5,1964,9937
100000,1.0,816,4,1938,8877
198500,2.0,1922,7,2003,7301
159500,2.0,1426,6,1977,7950
127000,1.0,1149,4,1960,10682
125000,1.0,1125,6,1976,7200
320000,3.0,1698,9,2007,13286
145500,2.0,1072,6,2005,3675
118000,0.0,698,5,1947,9405
85000,1.0,876,4,1959,6410
120000,1.0,1368,5,1950,11767
98000,1.0,1529,4,1945,8405
99900,0.0,864,5,1922,4060
82000,2.0,944,3,1952,10206
119900,0.0,1678,5,1959,10926
103500,1.0,1560,5,1956,11767
112000,1.0,960,4,1956,8926
110000,2.0,1196,6,1920,12354
122000,1.0,1298,5,1941,8212
117000,2.0,1604,5,1941,10998
160000,1.0,1268,5,1938,6300
159434,1.0,1520,5,1932,4500
60000,1.0,438,2,1920,8400
139500,1.0,1489,6,1940,9900
197000,2.0,3082,7,1920,15863
105000,1.0,1242,6,1935,5707
135000,2.0,1981,4,1928,7804
147500,2.0,1232,6,1916,8574
137450,1.0,1608,6,1925,6171
155000,2.0,1135,7,1936,7200
177000,2.0,1913,6,1928,7558
145000,1.0,1477,7,1928,6292
137000,1.0,1228,7,1918,7155
234000,1.0,2080,7,1926,10918
205000,2.0,1567,5,1940,13680
177500,1.0,1494,6,1942,7500
160000,1.0,1308,5,1940,9600
155000,1.0,1273,5,1960,14680
163500,2.0,964,5,1921,13360
154900,1.0,1343,5,1921,7681
205000,2.0,2480,7,1940,8145
144800,1.0,1112,5,1954,9100
174500,1.0,1564,7,1941,12000
193000,2.0,1561,6,1960,13339
158000,1.0,1523,5,1949,15600
158500,1.0,1152,6,1950,14000
224000,2.0,1906,6,1954,17500
115000,2.0,1032,6,1980,1733
137000,2.0,1229,6,1980,1488
121000,2.0,1229,6,1980,1612
124000,2.0,1229,6,1980,1300
208000,2.0,1982,6,1986,13607
315000,2.0,2365,7,1971,17597
222000,2.0,1680,6,1988,21695
147000,1.0,1344,5,1920,10690
123000,2.0,2168,5,1900,8660
78000,1.0,1192,5,1920,6402
85000,0.0,1526,3,1915,8470
75000,1.0,572,4,1925,10200
230000,2.0,1648,8,2007,3843
57625,1.0,810,2,1910,21780
251000,3.0,2052,8,2000,10125
239686,2.0,2149,7,2003,12822
240000,2.0,1710,7,2004,12118
215000,2.0,1961,6,2001,12209
156450,1.0,926,6,1977,9750
173000,2.0,1287,6,1977,9360
126000,2.0,1734,5,1977,10125
173000,2.0,1217,7,1990,9947
152000,2.0,1595,5,1991,11070
137500,2.0,1344,6,1958,14375
375000,2.0,2036,7,1965,215245
315500,3.0,1620,9,2007,12898
224500,2.0,1692,7,2009,13159
410000,3.0,2036,9,2008,13438
316500,3.0,1641,9,2008,14463
201000,3.0,1466,8,2007,8925
175000,2.0,1412,6,1988,11457
204000,2.0,2237,6,1980,9839
213500,2.0,1479,7,1987,14419
220000,2.0,1296,8,2001,6853
170000,2.0,2014,7,2003,9157
315000,3.0,1838,9,2006,14601
425000,3.0,1978,9,2007,12633
139500,1.0,1008,5,1968,12518
115000,2.0,1771,5,1960,21750
162000,2.0,1204,6,1998,4500
165000,2.0,1224,6,1999,4500
91000,1.0,988,4,1973,1596
130000,1.0,874,5,1968,9858
86000,1.0,630,4,1970,1526
160000,2.0,1404,5,1969,13383
80000,1.0,630,4,1970,1477
97000,0.0,1344,4,1970,1533
88000,1.0,1092,4,1970,2217
131900,1.0,796,5,1972,7689
131250,1.0,1091,6,1993,7706
165500,2.0,1110,5,1978,9101
112000,0.0,833,5,1985,8780
149000,2.0,883,5,1992,7669
143000,2.0,1362,5,1993,14115
130000,2.0,1287,5,1992,10429
196000,2.0,1567,6,1977,9819
173000,2.0,1632,5,1969,10457
176500,2.0,1414,6,1958,11029
237500,2.0,2117,6,1970,12925
206900,2.0,2112,6,1969,11075
187500,2.0,1604,6,1997,8702
165000,2.0,1470,6,1995,8139
195500,2.0,1604,6,1998,9535
192000,2.0,1638,6,1998,9042
173000,2.0,1636,6,1996,15038
177900,2.0,1384,5,1996,14137
175000,2.0,1446,7,1996,21872
286000,2.0,1593,8,2001,4923
247900,2.0,1682,8,1997,6264
180000,2.0,1337,8,1993,5395
180000,2.0,1280,8,1992,5070
181000,2.0,1604,6,1997,10839
183000,2.0,1633,6,1998,11184
188000,2.0,1658,6,1995,8000
194500,2.0,1895,7,1994,10832
185000,2.0,1709,6,1991,14067
189000,2.0,1228,8,1988,4671
188500,2.0,1337,8,1989,5950
355000,3.0,2500,8,2005,13543
325000,3.0,2504,9,2005,11198
387000,3.0,1884,9,2004,15401
115000,2.0,1474,6,1952,31220
334000,2.0,1710,9,2007,8118
133000,2.0,1488,6,1950,47280
215000,2.0,2093,7,1986,20544
226500,2.0,1688,7,1988,12680
175500,2.0,1422,6,1981,12090
181900,2.0,1260,7,1983,10825
235000,2.0,2064,7,1978,18559
220000,2.0,1782,7,1979,14450
272000,2.0,2872,6,1977,12227
161000,2.0,1211,6,1976,13068
175000,2.0,1126,5,1977,15611
185000,2.0,2044,7,1980,10400
146900,2.0,1308,5,1969,9743
292500,4.0,2840,7,1978,12511
180000,2.0,1523,6,1976,11361
159900,2.0,1444,6,1976,10400
205000,2.0,1964,7,1976,10480
157000,2.0,1178,5,1973,10000
306000,3.0,2340,8,1996,14311
133000,2.0,1792,5,1974,9000
151000,2.0,1054,6,1969,9750
111900,1.0,936,4,1969,10295
123000,2.0,864,5,1971,7560
111250,2.0,864,4,1972,12735
181000,2.0,1337,6,1998,4060
103400,1.0,987,6,1973,1680
100000,1.0,987,6,1973,1680
100500,1.0,987,6,1972,1890
106000,1.0,987,6,1970,1869
85400,1.0,987,6,1971,1680
89500,1.0,987,6,1971,1680
111750,1.0,1302,5,1972,1680
140000,2.0,1069,6,1977,4043
143000,2.0,1456,6,1975,2308
148500,2.0,1055,7,1977,2529
110000,1.0,892,5,1966,9477
394617,3.0,1932,8,2008,12444
426000,3.0,2332,10,2007,12474
385000,3.0,2084,10,2007,14803
446261,3.0,2713,9,2008,14948
317500,3.0,1582,8,2007,12704
372402,3.0,1710,8,2007,13891
417500,3.0,2464,8,2007,13693
383000,3.0,1950,9,2007,14418
390000,3.0,2748,9,2006,13418
460000,4.0,2790,10,2005,12539
379000,3.0,2331,9,2005,12151
250000,3.0,2088,8,2007,8899
316000,3.0,2332,8,2004,10574
615000,3.0,2470,10,2003,12720
412500,3.0,2668,9,2003,13688
284000,3.0,2046,7,2003,10625
284000,3.0,1575,8,2003,10845
421250,3.0,2649,8,2001,16900
370000,3.0,2690,8,2003,16451
336860,3.0,1866,9,2008,10110
367294,3.0,1702,9,2008,8769
192000,2.0,1367,7,2005,12304
274000,2.0,1518,8,2003,12677
266000,2.0,1684,9,2005,8849
370967,3.0,1800,9,2007,8232
234250,2.0,1342,8,2006,6240
219500,2.0,1342,8,2006,6240
155000,2.0,1626,7,2003,2448
154000,2.0,1626,7,2003,2448
207000,2.0,1358,7,2004,8198
195000,3.0,1455,7,2003,3940
219990,3.0,1576,7,2004,3940
191000,2.0,1504,7,2005,3182
159895,2.0,1266,7,2007,3182
187687,2.0,1246,7,2007,3710
179000,2.0,1515,6,2004,9024
193000,2.0,1593,6,2004,7415
190000,2.0,1166,7,2005,9587
176000,2.0,1456,6,2005,8029
188000,2.0,1720,7,2002,8010
213000,2.0,1986,7,2003,8396
217300,2.0,1358,7,2007,7301
186500,2.0,1792,6,2000,10261
226750,2.0,1892,7,2000,8220
184000,2.0,1490,7,2004,15384
176000,2.0,1414,7,2002,7750
225000,2.0,2322,7,1999,12460
185900,2.0,1651,7,1999,8390
284500,2.0,2199,8,1997,9660
315000,3.0,2630,8,1998,9200
250000,3.0,2198,8,2000,14260
291000,3.0,2172,9,2000,11000
350000,3.0,2006,8,1998,11675
279500,2.0,2125,7,1996,10990
290000,3.0,2501,8,1995,11929
350000,3.0,2113,8,1995,10437
341000,3.0,2418,7,1993,10542
287500,3.0,2197,7,1993,10010
271000,2.0,2127,7,1994,10944
301500,2.0,1987,8,1994,14303
235128,3.0,1580,8,2007,11932
214000,3.0,1933,6,2007,14598
232000,3.0,1574,8,2006,11957
240000,3.0,1578,7,2006,13253
264132,2.0,1506,9,2008,14587
245000,3.0,1563,8,2007,10206
227680,2.0,1428,7,2008,12274
257000,3.0,1861,8,2007,9801
297900,3.0,1874,8,2007,9428
247000,2.0,1460,8,2006,10037
212700,2.0,1372,8,2007,8640
250580,2.0,1372,7,2007,8640
182000,2.0,1428,7,2007,11639
226700,2.0,1768,7,2005,9803
250000,2.0,1992,8,2003,9375
250000,3.0,1958,7,2005,10625
339750,3.0,2078,8,2007,10800
205950,2.0,1665,7,2007,8125
256000,3.0,1660,8,2007,10625
230348,2.0,1218,7,2007,7500
207500,2.0,1728,6,2003,8791
141000,0.0,1080,7,2004,7500
188000,2.0,1696,6,2003,10110
192500,2.0,1663,7,2003,12774
146000,0.0,1175,6,2005,13072
159000,2.0,1114,5,2004,13695
155000,2.0,1114,6,2003,13695
173000,2.0,1640,6,2004,8366
170000,2.0,1162,7,2007,9260
182000,2.0,1609,6,1995,8453
163000,2.0,1680,6,1993,8480
193500,2.0,1679,6,1994,8125
189000,2.0,1657,7,1994,14565
190500,2.0,1677,6,2001,8450
175000,2.0,1737,7,1992,8285
179200,2.0,1294,6,1991,7153
187000,2.0,1710,6,1993,9291
193000,2.0,1617,6,1993,8012
153900,2.0,1199,6,1993,7892
128000,1.0,984,5,1963,9100
144000,1.0,912,5,1962,12968
135000,1.0,864,5,1961,8100
115000,1.0,890,5,1968,8450
119916,1.0,864,5,1963,6360
142000,1.0,912,6,1961,6768
192000,2.0,1430,6,1974,19508
140000,2.0,1641,5,1972,10759
290000,2.0,2683,6,1990,9205
372500,2.0,2786,9,1993,11025
196000,2.0,1391,7,2004,4282
171900,2.0,1250,7,2006,4017
178000,2.0,1245,7,2004,3435
165000,2.0,1200,6,2005,3180
146000,2.0,1392,7,2007,3180
146000,2.0,1392,7,2007,3604
179400,2.0,1501,7,1999,2280
172900,2.0,1549,6,1999,2280
300000,2.0,1638,9,2000,4765
285000,2.0,1310,9,2001,4538
290000,2.0,1419,9,2001,4385
305000,2.0,1557,9,1999,4109
328900,2.0,1709,9,1999,5119
160000,2.0,1252,7,1999,2160
170000,2.0,1404,7,1999,2160
223000,2.0,1789,7,2001,10646
170000,2.0,1586,8,1999,2645
200000,2.0,1607,8,1999,2645
345000,2.0,2393,10,1998,3951
245500,2.0,1288,8,1996,14963
217500,2.0,1239,8,1995,11064
324000,2.0,1719,8,1993,10846
162500,2.0,1232,6,1984,11120
150000,3.0,2944,9,1977,24572
290000,2.0,1671,8,1976,16280
205000,2.0,1812,7,2002,7500
174000,2.0,1682,7,1970,10400
183000,2.0,1427,6,1969,11104
150000,2.0,1740,6,1968,11050
145000,2.0,1258,6,1971,11040
215000,2.0,1620,7,1967,15387
140500,2.0,1625,5,1965,9750
240000,2.0,2614,6,1974,10800
141000,2.0,1464,5,1968,8814
147000,2.0,912,5,1965,8872
135000,2.0,925,5,1965,8125
145000,2.0,1728,5,1965,11072
142600,2.0,1728,5,1965,13101
135000,2.0,1656,5,1973,9246
170000,2.0,1670,7,1971,13355
299800,2.0,2715,8,1976,8963
185000,2.0,1876,6,1974,9120
173000,2.0,1632,6,1966,9130
178400,2.0,999,7,1961,12122
176000,2.0,1978,7,1968,9900
98000,1.0,1014,5,1956,7785
109008,1.0,907,4,1957,8593
135750,1.0,952,4,1956,8475
155000,2.0,1128,5,1963,8700
180500,2.0,1425,6,1964,10175
174900,2.0,1165,6,1966,9020
140000,1.0,1136,6,1965,9200
145000,2.0,1092,6,1964,8250
179900,2.0,1265,5,1965,9350
168500,2.0,1350,6,1964,9020
140000,2.0,1114,5,1961,9900
145500,1.0,1053,5,1959,10007
142000,2.0,1252,6,1959,10721
141000,1.0,1100,4,1960,12493
153000,1.0,1118,5,1960,11332
72500,1.0,720,3,1949,6627
52000,0.0,729,3,1935,4130
118000,1.0,1077,5,1939,7420
87000,1.0,906,4,1937,4882
141500,2.0,1496,5,1960,9600
119000,1.0,1252,6,1950,9600
141500,1.0,1337,5,1950,9600
165500,1.0,1661,6,1955,9600
112900,1.0,1036,5,1953,7584
201800,2.0,1820,7,1965,13700
163000,2.0,1362,6,1961,10197
139950,2.0,1144,5,1961,7875
174000,2.0,1537,6,1962,8400
165000,1.0,1431,6,1962,9150
227000,2.0,1988,6,1966,14670
135000,1.0,1098,5,1955,7390
124000,1.0,1144,5,1963,9204
140000,2.0,1283,5,1962,7763
136500,1.0,1176,5,1957,8856
185000,1.0,1440,5,1959,9840
163000,2.0,1261,6,1958,9120
166800,2.0,1570,6,1958,13200
139000,1.0,1196,6,1956,9000
166000,2.0,1392,6,1957,11900
136000,1.0,1080,6,1958,9464
133000,1.0,1104,5,1956,10425
116000,1.0,882,5,1952,11556
137500,2.0,1152,5,1953,9373
130000,2.0,950,5,1953,12774
180000,2.0,1790,6,1957,14250
139000,2.0,952,5,1951,7350
110000,1.0,773,5,1953,7677
100000,1.0,1764,5,1957,8838
118500,1.0,1216,5,1947,8480
146000,2.0,1824,5,1957,12436
89900,1.0,869,4,1948,10122
114000,1.0,1159,5,1925,7506
140000,1.0,1558,5,1945,10930
86900,1.0,672,4,1940,5400
139000,4.0,1436,5,1922,10836
106250,0.0,1294,4,1900,10800
171000,2.0,1716,6,1962,9247
139000,2.0,1044,5,1968,10180
186000,2.0,1312,7,1958,11355
157000,1.0,1253,6,1960,10920
148000,1.0,1081,6,1960,12929
242000,2.0,2069,7,1960,27650
116000,2.0,910,5,1953,8892
94000,2.0,876,5,1951,7200
98300,2.0,1048,5,1950,7200
127000,1.0,1507,5,1960,7910
159000,1.0,1256,5,1959,8000
125900,1.0,1027,5,1962,8000
155000,1.0,1269,5,1960,7931
138000,2.0,1320,6,1948,8064
112500,1.0,984,6,1954,6390
105500,2.0,832,6,1954,7227
127500,1.0,1278,6,1954,7200
130000,0.0,1800,5,1961,8513
150000,2.0,1588,5,1955,7200
109500,1.0,825,5,1954,7200
140000,2.0,1796,6,1963,7056
167900,2.0,1611,6,1964,9760
136870,1.0,1117,5,1963,7590
143000,1.0,1133,6,2008,9836
73000,2.0,764,5,1925,5232
157500,2.0,1539,5,1904,10440
122600,2.0,1323,5,1948,9184
111000,1.0,1360,5,1910,4800
256000,2.0,2792,6,1920,10440
64000,1.0,672,5,1940,4800
139500,1.0,1456,6,1915,6000
118000,0.0,1594,4,1910,11426
200000,2.0,2082,7,2003,11426
119164,2.0,1656,4,1940,7628
122250,1.0,1740,5,1920,7308
120000,0.0,1027,7,1920,5400
155000,2.0,1436,6,1940,10800
78000,1.0,899,5,1910,6756
95000,0.0,1080,5,1890,5914
115000,1.0,789,5,1948,6000
147000,2.0,1122,5,1948,12000
140000,3.0,1499,5,1946,9000
46500,1.0,407,2,1946,7311
112500,1.0,928,5,1957,6000
107900,1.0,901,4,1954,6000
65000,0.0,1588,3,1949,12205
295000,3.0,3493,7,1880,18386
139500,2.0,1627,5,1900,9142
153900,3.0,1416,5,1915,12665
132000,1.0,1450,7,1920,5350
98000,3.0,1344,5,1916,4571
114000,1.0,1017,5,1900,9143
130000,2.0,2350,5,1920,9600
129500,2.0,2058,6,1917,9600
129400,0.0,1540,5,1905,6000
161000,2.0,1378,7,1928,9600
163000,2.0,1912,6,1905,10800
128000,0.0,1484,6,1914,6300
122000,0.0,2358,8,1872,5250
116900,1.0,1111,7,1926,5700
325000,2.0,2775,10,1893,13500
55000,2.0,1086,2,1920,11340
184000,2.0,2495,7,1890,10800
110000,1.0,984,5,1959,9750
131500,1.0,1795,5,1954,12150
97000,1.0,882,5,1956,12702
115500,1.0,1093,4,1958,8516
138000,1.0,1143,5,1928,7111
108000,1.0,1668,7,1945,7425
79500,1.0,935,5,1930,9100
153000,1.0,1738,5,1935,7010
109500,0.0,784,5,1924,6130
124000,1.0,1210,5,1941,5000
106900,1.0,1290,6,1900,5870
164900,1.0,1672,6,1940,6000
119000,2.0,949,5,1924,6000
120000,1.0,1158,6,1929,6000
157000,1.0,1497,6,1937,6000
105000,1.0,1342,6,1939,6000
113000,1.0,1013,6,1926,5000
115000,1.0,1216,5,1920,5520
79000,1.0,896,4,1946,5940
123000,1.0,1136,4,1929,6240
81300,1.0,808,5,1945,6120
162900,2.0,1573,5,1930,6240
150000,2.0,2009,7,1939,6240
123500,2.0,1902,5,1923,6120
129900,2.0,1774,7,1931,6120
128000,2.0,1362,6,1920,6155
68500,1.0,520,4,1927,6324
127000,1.0,1285,5,1948,8635
207000,2.0,1848,6,1923,13053
184000,1.0,1820,7,1925,9120
162500,2.0,1716,6,1915,9144
145000,1.0,1505,5,1940,9144
130000,1.0,838,6,1918,10267
160000,1.0,1984,6,1910,8094
161000,1.0,1666,8,1925,5100
127500,1.0,1609,6,1910,4347
93850,2.0,768,6,1930,6291
136000,1.0,1536,6,1952,10266
141000,2.0,1969,6,1938,6876
120000,2.0,1308,5,1915,10320
127500,2.0,1040,6,1925,7200
127000,1.0,1236,6,1925,7006
89500,0.0,1406,6,1920,7920
125000,2.0,825,5,1955,8235
79900,0.0,1198,6,1920,5586
85000,2.0,759,5,1912,10320
82375,0.0,1344,3,1915,10320
135000,1.0,1469,6,1906,10320
124000,1.0,1054,5,1947,9488
134000,1.0,1211,5,1968,8250
135000,1.0,1271,5,1948,21286
134432,2.0,1588,4,1959,17120
127500,0.0,1355,5,1940,10106
148000,2.0,1075,5,1963,11235
129500,1.0,1040,5,1965,11200
157500,2.0,1096,6,1978,13014
109900,1.0,904,5,1966,7162
145000,1.0,992,5,1967,10265
130000,2.0,894,5,1967,9764
153000,2.0,1034,6,1978,7703
120000,1.0,1073,5,1967,9981
152000,2.0,1126,5,1984,7400
108959,2.0,1258,4,1969,12900
95541,2.0,1140,5,1920,12900
80000,0.0,1006,5,1959,9000
149350,1.0,1228,5,1966,8544
144900,1.0,960,5,1963,9239
185000,2.0,1188,6,1956,14175
165000,1.0,1383,5,1954,13284
235000,2.0,1252,6,1960,13500
140000,1.0,1601,5,1958,13825
108000,1.0,672,5,1940,10200
145000,2.0,1721,5,1960,10532
152400,3.0,1350,5,1941,8375
144000,3.0,904,5,1970,10200
173000,2.0,1291,6,1996,2887
192000,2.0,2022,7,1977,10005
245000,2.0,1524,7,1979,20270
241500,2.0,1363,7,1954,39104
256000,2.0,1663,4,1954,53227
177000,1.0,1357,6,1959,11512
125600,1.0,1079,7,1948,5190
155000,2.0,1094,6,1953,10452
240000,2.0,2358,6,1908,45600
260000,0.0,1518,5,1940,19550
185000,2.0,1674,6,1918,21780
235000,2.0,2108,6,1935,13728
159900,1.0,1509,5,1956,9571
99600,0.0,864,5,1975,9350
134500,1.0,1269,6,1962,9360
119000,1.0,1367,5,1900,8405
107500,0.0,1347,5,1910,7000
125000,1.0,1164,5,1950,10880
79000,0.0,1096,6,1924,9600
95000,1.0,1111,5,1941,9084
262280,2.0,2329,7,1990,11839
260000,2.0,2814,6,1995,9771
226500,2.0,1626,7,1994,9938
225000,2.0,2200,7,1993,14171
229000,2.0,2037,7,1996,10541
177439,2.0,1356,7,2007,10616
248500,3.0,1615,8,2007,9345
475000,3.0,2276,9,2008,11778
395039,3.0,1766,9,2008,11778
228000,3.0,2097,7,1993,11228
225000,3.0,1511,8,1995,11454
195000,2.0,1643,6,1966,11500
200000,2.0,1688,6,1997,12798
155000,2.0,990,5,1994,9750
144000,1.0,1099,5,1995,9525
145000,2.0,990,5,1994,9245
226001,2.0,1418,7,1997,8696
215700,2.0,1771,6,1997,13142
207500,2.0,1652,7,2000,8998
193000,2.0,1790,7,1999,9179
188000,2.0,1724,7,1998,8924
191000,2.0,1479,7,1999,9382
221000,2.0,1494,7,2002,12803
231500,2.0,1792,7,2001,12435
235000,2.0,1823,7,2000,12192
223500,2.0,1786,7,2001,11250
130250,1.0,938,5,1975,9200
149900,1.0,985,5,1977,8385
158000,2.0,1174,5,1978,12250
147000,2.0,1026,6,1978,10970
143195,2.0,1076,5,1975,9216
163000,2.0,1558,5,1975,14330
110000,1.0,924,5,1975,7990
127000,1.0,864,5,1972,7180
124900,1.0,780,5,1972,7200
230000,2.0,1795,8,2002,9742
237000,2.0,2031,8,2002,9473
235000,3.0,1865,7,2000,10316
230500,2.0,2161,7,2001,10400
230000,3.0,1852,8,1999,9066
222500,2.0,2031,7,1998,11404
287000,2.0,2263,8,2001,9240
